cpg,module,gene
cg21526654,turquoise,TUBB2A
cg21526750,grey,
cg21532953,black,CENPJ
cg21535980,grey,ABR
cg21538020,turquoise,SLC33A1
cg21538208,grey,MSX1
cg21539223,turquoise,DCP2
cg21539371,turquoise,ARF1
cg21540775,turquoise,APAF1
cg21542078,grey,TRPM4
cg21545977,blue,MAD2L2
cg21546874,grey,H6PD
cg21547824,grey,ANKLE2
cg21550016,grey,PAX8
cg21550804,grey,
cg21553524,turquoise,TMEM178
cg21554501,blue,RARA
cg21557108,grey,ATP8B4
cg21563597,grey,SEPT10
cg21568731,turquoise,TTK
cg21569090,blue,ZNF426
cg21570528,black,AK3L1
cg21572003,grey,PCMTD2
cg21573582,grey,AQP11
cg21573611,turquoise,GTPBP10
cg21574404,turquoise,CEBPA
cg21574531,turquoise,BICD1
cg21575283,turquoise,NRAS
cg21575861,turquoise,TMEM184C
cg21577705,turquoise,MBOAT7
cg21578219,grey,IGSF21
cg21580058,grey,VRK3
cg21581287,turquoise,CELSR2
cg21584184,grey,KLRK1
cg21584422,grey,RASAL1
cg21585438,turquoise,
cg21585512,grey,LOC399959
cg21585936,grey,PPP2R2B
cg21586955,turquoise,FAM134A
cg21587238,grey,
cg21588215,grey,HLA-DQB1
cg21589191,magenta,
cg21594961,grey,IL5RA
cg21595526,turquoise,GABPB1
cg21597209,turquoise,CCDC104
cg21597595,turquoise,
cg21599089,grey,C5orf35
cg21599230,grey,TRAM1L1
cg21605021,turquoise,VPS29
cg21605986,blue,KIAA1191
cg21606490,grey,NTNG1
cg21609526,grey,PRDM16
cg21610815,grey,PAX8
cg21610904,blue,ZNF562
cg21615583,turquoise,MIR375
cg21619228,blue,ZNF540
cg21619340,grey,SHROOM3
cg21620139,grey,C6orf25
cg21620608,grey,SPOPL
cg21621906,turquoise,
cg21622536,grey,
cg21623748,turquoise,HOXC10
cg21627409,grey,PCDHGA4
cg21630368,turquoise,CREBZF
cg21632158,grey,
cg21634137,turquoise,SDCCAG1
cg21635584,turquoise,UBA3
cg21638219,turquoise,HACL1
cg21639922,grey,PDE9A
cg21639968,turquoise,UBE2M
cg21644426,turquoise,MFSD6
cg21644669,turquoise,CCDC42
cg21644713,turquoise,DPAGT1
cg21648376,grey,CASQ2
cg21649089,grey,
cg21650694,turquoise,MORC3
cg21650737,grey,ERICH1
cg21652323,grey,
cg21654974,turquoise,DERL2
cg21657334,grey,
cg21657824,grey,
cg21659774,turquoise,C18orf8
cg21660531,turquoise,EEF1B2
cg21661138,grey,SEPW1
cg21663431,grey,SLC44A2
cg21664909,grey,PXDN
cg21665078,grey,EIF2B5
cg21665744,grey,POU6F2
cg21665850,grey,
cg21667817,turquoise,CAMTA2
cg21667943,turquoise,ORMDL2
cg21668166,grey,PLEKHG1
cg21671020,turquoise,
cg21672889,grey,SSH1
cg21673338,grey,SCAPER
cg21674495,grey,
cg21681396,turquoise,CSMD2
cg21682210,grey,
cg21682474,turquoise,N4BP2L2
cg21685655,grey,PON2
cg21687365,turquoise,SF3B4
cg21693883,grey,COL6A1
cg21696677,grey,HOOK3
cg21697007,turquoise,SHMT2
cg21697381,grey,SLFN12
cg21698185,grey,KBTBD11
cg21700663,grey,
cg21701395,turquoise,TP53INP1
cg21703068,turquoise,ITSN1
cg21703138,turquoise,PPP2CA
cg21704267,grey,STARD9
cg21705063,turquoise,SEC63
cg21706343,turquoise,ZBTB3
cg21709257,grey,C2orf63
cg21711672,turquoise,SEH1L
cg21711868,turquoise,KDM2A
cg21712805,grey,TDRKH
cg21712831,turquoise,
cg21715903,grey,
cg21717724,grey,PSMD5
cg21721093,turquoise,
cg21722655,grey,YBX2
cg21724239,grey,
cg21724796,turquoise,AURKB
cg21728101,grey,MAD1L1
cg21729159,turquoise,C15orf27
cg21731345,turquoise,PEX11G
cg21733973,grey,
cg21735491,turquoise,
cg21736038,turquoise,MIR1539
cg21736309,turquoise,ATP13A1
cg21736411,grey,WRB
cg21736854,turquoise,MRC2
cg21739208,turquoise,
cg21740204,turquoise,SMC5
cg21744203,turquoise,DSCC1
cg21744417,grey,
cg21745256,turquoise,CHRAC1
cg21746997,grey,BMPR1B
cg21755257,turquoise,TAF4B
cg21755440,grey,SGOL1
cg21755806,grey,DLGAP2
cg21756027,turquoise,SLC27A1
cg21756465,turquoise,DYNC1I2
cg21761776,blue,DTX4
cg21761988,turquoise,MRPS12
cg21763021,turquoise,AURKA
cg21773297,turquoise,MYOM2
cg21774281,turquoise,
cg21777986,turquoise,BCL2
cg21781828,blue,MTX3
cg21784498,turquoise,TMEM97
cg21784894,grey,PDE6B
cg21785034,grey,
cg21787386,turquoise,MLL2
cg21788624,turquoise,LAPTM4A
cg21790861,purple,
cg21794428,grey,LATS2
cg21794665,grey,MIR320D1
cg21795544,blue,
cg21795699,blue,ZSWIM7
cg21798802,grey,PDXP
cg21800989,grey,TSGA10IP
cg21805221,grey,PYGL
cg21808881,turquoise,RASSF7
cg21809007,grey,TRIP10
cg21809927,grey,TRIM31
cg21811021,grey,
cg21812277,turquoise,PARP4
cg21813470,turquoise,
cg21813473,turquoise,CHD6
cg21815047,turquoise,PMF1
cg21816308,blue,
cg21816336,grey,RNF149
cg21817833,turquoise,FRMD6
cg21819722,grey,ATP8A1
cg21819782,grey,
cg21819984,grey,LASS3
cg21820436,cyan,ATP2C1
cg21820610,grey,
cg21821308,grey,ASAP2
cg21821990,turquoise,SNX15
cg21822573,turquoise,C12orf72
cg21823101,turquoise,SMG6
cg21823999,blue,GPM6A
cg21824413,turquoise,NR1D2
cg21825840,blue,KLC2
cg21826606,grey,
cg21826815,turquoise,HRK
cg21827317,grey,
cg21829783,turquoise,SLAMF6
cg21831451,turquoise,SNRPE
cg21831898,turquoise,C1orf51
cg21834512,turquoise,
cg21836903,turquoise,FOXP1
cg21838488,grey,RNF219
cg21839504,grey,
cg21840256,turquoise,C12orf41
cg21842222,blue,SF1
cg21842301,grey,CDK5RAP1
cg21845869,grey,ARHGEF10
cg21846177,grey,NCRNA00028
cg21846876,turquoise,LANCL1
cg21847720,grey,MYOM2
cg21847751,turquoise,C2orf52
cg21848700,turquoise,CBX2
cg21849932,blue,LIME1
cg21852429,grey,C17orf98
cg21854408,grey,
cg21854759,grey,
cg21856005,turquoise,DPYD
cg21856234,grey,
cg21856881,turquoise,
cg21859337,green,IGSF3
cg21860629,grey,LOR
cg21862353,grey,MYT1L
cg21862992,grey,
cg21864304,grey,VGLL4
cg21871091,grey,HLCS
cg21871407,turquoise,KLHDC1
cg21871465,turquoise,NAP1L4
cg21873275,grey,
cg21873524,grey,
cg21875336,turquoise,PHIP
cg21875845,yellow,CARS
cg21877580,turquoise,MIR548H3
cg21877656,turquoise,ZNF329
cg21877974,turquoise,SLC2A1
cg21879272,grey,SAV1
cg21885046,grey,FZD10
cg21887309,grey,PCDHA6
cg21890002,turquoise,NAA16
cg21891490,grey,KCNIP4
cg21893185,grey,GPR135
cg21893354,turquoise,FAM105A
cg21894058,turquoise,EIF2AK1
cg21894287,grey,
cg21898246,turquoise,DTD1
cg21898799,turquoise,RPL18
cg21899138,turquoise,GNL3
cg21899558,grey,PRKAR1B
cg21899790,grey,
cg21902095,black,RAD18
cg21903646,grey,
cg21903660,turquoise,CCDC61
cg21904595,turquoise,
cg21906335,turquoise,ZNF155
cg21907156,grey,ZFYVE16
cg21907877,turquoise,DHDDS
cg21908248,blue,PPP1R15B
cg21909643,turquoise,CDKAL1
cg21910821,turquoise,ZNF649
cg21911557,turquoise,RPAP2
cg21911849,turquoise,METTL14
cg21912556,turquoise,PSD3
cg21914984,blue,CDC42EP3
cg21915509,turquoise,PTDSS2
cg21915659,grey,IQCG
cg21916358,grey,
cg21918548,grey,ZNF251
cg21918786,grey,
cg21921829,grey,ST7
cg21922991,turquoise,ZNF509
cg21923992,turquoise,ETV5
cg21926118,grey,
cg21926402,blue,HLTF
cg21928243,turquoise,LOC100189589
cg21930136,grey,ST8SIA4
cg21930399,blue,ABCD3
cg21931717,grey,SDHAP3
cg21934012,turquoise,HNRNPA0
cg21934237,turquoise,NUF2
cg21934564,turquoise,CHCHD5
cg21935519,grey,
cg21938261,blue,PPP2R2B
cg21943841,turquoise,GNG7
cg21944567,lightcyan,ARL2
cg21945459,grey,MCM3AP
cg21950155,grey,PRHOXNB
cg21950459,grey,SYCP2
cg21950493,blue,GPN3
cg21951975,grey,IRF6
cg21952313,turquoise,ZNF821
cg21952419,turquoise,INTS6
cg21952685,turquoise,FAM63B
cg21960279,grey,B3GNT3
cg21962423,turquoise,
cg21962611,grey,KLHDC5
cg21964928,grey,
cg21965820,grey,HIGD2B
cg21965843,turquoise,FAM98A
cg21966289,turquoise,UBAC2
cg21967560,turquoise,PUF60
cg21968580,turquoise,DNAJB4
cg21971035,turquoise,HCCA2
cg21972156,turquoise,ZMIZ2
cg21972176,turquoise,ZNF573
cg21973275,turquoise,TMX2
cg21979724,turquoise,AMIGO2
cg21980954,grey,COL4A2
cg21982467,turquoise,MPV17L2
cg21984020,grey,
cg21985295,grey,FBXO39
cg21985631,grey,
cg21986225,turquoise,SCOC
cg21987077,grey,EXOC2
cg21989213,grey,MPP2
cg21994712,grey,
cg21995147,grey,ABCA7
cg22000725,turquoise,MARCH2
cg22005832,turquoise,TNPO1
cg22005853,grey,RNH1
cg22007559,grey,PACRGL
cg22008886,turquoise,RUNX2
cg22009052,grey,C8orf47
cg22012230,turquoise,LYSMD1
cg22016818,turquoise,TULP3
cg22016949,grey,TRIM15
cg22022881,grey,
cg22024281,grey,EXT1
cg22025206,grey,SLC9A3
cg22026332,turquoise,BRD2
cg22027267,grey,
cg22028544,yellow,C8orf59
cg22031336,blue,ABCG2
cg22033189,blue,SNHG12
cg22034735,grey,
cg22038409,grey,MFAP1
cg22038907,turquoise,POLR2K
cg22040403,grey,E2F2
cg22040815,grey,RAB11A
cg22043634,turquoise,MAPK15
cg22043788,grey,TBCD
cg22044028,grey,
cg22047295,turquoise,WIPF1
cg22047469,grey,TTLL10
cg22049858,yellow,
cg22049899,grey,SLC38A4
cg22050897,grey,AGAP1
cg22051345,grey,ODZ3
cg22052514,grey,
cg22052758,turquoise,ACCN2
cg22053796,grey,N6AMT2
cg22055790,turquoise,CLASP1
cg22055815,blue,C5orf39
cg22056094,grey,PCDHGA2
cg22057899,grey,CAPN1
cg22058122,grey,L3MBTL4
cg22058990,turquoise,
cg22060817,grey,HEY2
cg22061831,grey,ARHGEF4
cg22062537,grey,MYEOV2
cg22062601,grey,
cg22063056,turquoise,CLCC1
cg22064195,grey,HLA-E
cg22071344,turquoise,FBXO11
cg22074858,turquoise,GBP3
cg22076081,blue,ZNF133
cg22077389,turquoise,EIF2AK4
cg22078625,grey,GALNT10
cg22078781,grey,
cg22078805,grey,FAM171A2
cg22079902,grey,PRDM9
cg22082780,grey,
cg22085055,turquoise,
cg22087367,grey,CPNE1
cg22089800,lightcyan,ZNF774
cg22090773,turquoise,NCAN
cg22092014,grey,
cg22092811,grey,C3orf26
cg22093035,grey,ATP9B
cg22096450,grey,ZNF215
cg22098115,grey,ARHGEF4
cg22105090,turquoise,DHX8
cg22106721,grey,
cg22107210,grey,CDCA7L
cg22108259,turquoise,STARD13
cg22109000,turquoise,NFU1
cg22111082,turquoise,TRIM11
cg22111318,turquoise,SDHAF2
cg22112443,grey,MEIS2
cg22117760,turquoise,VPS25
cg22120063,grey,
cg22120094,turquoise,ZHX2
cg22124479,pink,NFATC1
cg22125814,grey,
cg22125968,turquoise,EPSTI1
cg22129639,grey,TP53BP1
cg22132788,grey,MYO1G
cg22133704,grey,TRIM6-TRIM34
cg22135109,green,THSD1P
cg22135468,turquoise,TRMT2A
cg22138327,grey,GTF3A
cg22140614,grey,GAK
cg22140675,turquoise,G6PC3
cg22141696,grey,
cg22142122,grey,
cg22145091,grey,FAM168A
cg22146245,grey,
cg22147539,turquoise,PCYT2
cg22148115,turquoise,SLC25A32
cg22148191,turquoise,RAB35
cg22152887,brown,FCHSD2
cg22155038,grey,TUBGCP4
cg22155376,grey,
cg22157087,grey,ESR1
cg22157099,grey,
cg22159133,turquoise,AP4B1
cg22159341,grey,CACNB4
cg22160784,blue,CCT7
cg22161131,turquoise,GPSM2
cg22162422,grey,AFF3
cg22166900,grey,
cg22168480,turquoise,RBMXL1
cg22168489,grey,WDR66
cg22171626,turquoise,ACLY
cg22173752,grey,TMED7-TICAM2
cg22174410,blue,NKTR
cg22177364,turquoise,SELT
cg22182142,blue,BIK
cg22187094,turquoise,POLG
cg22187843,turquoise,EIF3B
cg22188058,turquoise,SDC4
cg22189786,grey,WBP2NL
cg22190774,turquoise,
cg22194904,grey,RNF213
cg22196848,turquoise,PRDM1
cg22196946,grey,IL15
cg22196952,turquoise,GRASP
cg22197033,blue,CCDC42
cg22198449,blue,UBXN6
cg22198853,grey,
cg22198946,turquoise,ZFP36L2
cg22199294,turquoise,DENND5B
cg22199658,grey,
cg22199969,grey,ALPI
cg22202131,turquoise,PGRMC2
cg22205276,grey,TNFRSF11A
cg22205501,grey,DPPA3
cg22207207,turquoise,ACP2
cg22208339,grey,CCNT1
cg22208361,turquoise,GFER
cg22210337,grey,C11orf21
cg22213235,grey,PCGF3
cg22214262,grey,CLINT1
cg22214565,blue,LTBP3
cg22216157,grey,PTPRN2
cg22217176,grey,ATP9B
cg22218512,grey,ACVRL1
cg22219795,grey,
cg22221026,blue,LRRFIP2
cg22221870,grey,FAM3B
cg22223119,grey,FARP1
cg22223441,grey,
cg22223602,turquoise,CBL
cg22223655,blue,RTTN
cg22226438,grey,FLJ39609
cg22227138,grey,
cg22227354,turquoise,RAD21L1
cg22228677,turquoise,PEMT
cg22230508,turquoise,RAB30
cg22231012,turquoise,DKFZP686I15217
cg22231101,grey,JAKMIP1
cg22231620,grey,ATP5E
cg22237300,grey,
cg22238209,grey,MAG
cg22240348,grey,
cg22240717,grey,
cg22242857,grey,SALL3
cg22243583,turquoise,DLEU1
cg22244940,grey,MMP17
cg22250642,turquoise,C22orf23
cg22251298,turquoise,DBF4B
cg22251684,grey,ANO6
cg22255634,grey,PARP15
cg22256960,blue,
cg22258713,grey,
cg22259797,grey,C2CD2L
cg22260415,turquoise,
cg22264898,grey,
cg22266470,turquoise,JOSD2
cg22269486,turquoise,CCDC25
cg22274395,grey,UCP1
cg22277672,grey,NCAPG2
cg22279341,turquoise,POLQ
cg22284043,grey,GPC5
cg22286616,turquoise,CYP51A1
cg22288101,turquoise,RNH1
cg22290704,grey,LTV1
cg22291627,turquoise,TRPS1
cg22291694,grey,PARK2
cg22296620,turquoise,SORD
cg22296762,turquoise,PIGW
cg22297177,turquoise,ELL
cg22300819,turquoise,ATP6V1H
cg22301984,turquoise,TUBGCP3
cg22303909,grey,FIGNL1
cg22311458,turquoise,MALAT1
cg22311942,blue,NUP85
cg22314482,grey,LENG8
cg22316093,grey,
cg22318304,turquoise,SIAE
cg22318514,grey,
cg22318996,turquoise,PHTF2
cg22321089,grey,
cg22321522,turquoise,AKAP8
cg22322828,blue,
cg22322863,turquoise,CDK5R1
cg22324028,turquoise,NBAS
cg22325292,grey,FN3K
cg22330492,grey,TTLL6
cg22332049,grey,
cg22332266,grey,CHORDC1
cg22333733,turquoise,DNAJC24
cg22335490,turquoise,EPB41L3
cg22337407,grey,
cg22340067,turquoise,
cg22341533,grey,DCP1B
cg22341865,turquoise,PGD
cg22343728,grey,
cg22344793,grey,
cg22350160,blue,AKR1A1
cg22356451,turquoise,
cg22356839,grey,NPHP4
cg22359388,grey,TRIM2
cg22360024,grey,SAAL1
cg22361859,grey,FBXO47
cg22365063,turquoise,C1orf124
cg22366088,turquoise,
cg22366214,turquoise,COL8A1
cg22368976,grey,NTNG1
cg22369252,grey,SUV420H2
cg22369954,grey,C1orf216
cg22372182,grey,C1orf65
cg22372355,grey,
cg22373079,turquoise,SPRED2
cg22373676,grey,UBL3
cg22375856,grey,TBC1D5
cg22376366,brown,DVL1
cg22376704,blue,
cg22380033,grey,GRB14
cg22380059,turquoise,LIG3
cg22381300,turquoise,TMEM183A
cg22387578,grey,
cg22387890,turquoise,USP42
cg22389964,turquoise,PARS2
cg22390894,grey,SFRS11
cg22391814,grey,
cg22391883,turquoise,C1orf89
cg22396057,turquoise,KIAA1026
cg22396353,grey,GTSE1
cg22396454,turquoise,CNPY3
cg22401505,turquoise,RWDD1
cg22401835,grey,
cg22402043,grey,ACP6
cg22402853,turquoise,SMARCD1
cg22403767,grey,
cg22409276,turquoise,CHST14
cg22409420,turquoise,TCF4
cg22410499,grey,PRSS3
cg22411407,turquoise,C7orf51
cg22412063,turquoise,CCDC138
cg22414192,grey,KCNG1
cg22417420,turquoise,YWHAG
cg22417566,grey,
cg22424405,grey,ARHGAP29
cg22425474,grey,
cg22427477,turquoise,NRAS
cg22431433,turquoise,RAB4A
cg22431992,grey,RBPMS
cg22433261,turquoise,CXXC1
cg22433276,turquoise,
cg22433574,turquoise,DUSP14
cg22435081,grey,NBR1
cg22435982,purple,FAM171A2
cg22441533,turquoise,TFPI2
cg22442454,grey,IRF6
cg22443212,grey,RNF213
cg22447637,grey,
cg22450146,blue,MIR636
cg22451149,grey,PDSS2
cg22452837,grey,
cg22453791,grey,SCAMP1
cg22456479,grey,
cg22457642,grey,SESN1
cg22459517,grey,EPS8L1
cg22462726,grey,
cg22463444,grey,CLDN11
cg22464423,turquoise,CADM4
cg22464447,grey,
cg22466171,grey,EIF4E
cg22467129,grey,ETFA
cg22467473,grey,
cg22470850,lightcyan,FAM59B
cg22471075,grey,
cg22472154,grey,WHSC1
cg22472411,turquoise,ASF1B
cg22472608,grey,
cg22473770,turquoise,EVI2A
cg22473961,grey,CD63
cg22478210,turquoise,HIST1H2BB
cg22480783,grey,
cg22480875,grey,E2F7
cg22482194,grey,MAP3K14
cg22487209,blue,ELP3
cg22488472,turquoise,STX16
cg22488998,turquoise,GFI1
cg22489583,grey,IGLON5
cg22491225,turquoise,SPINT1
cg22493117,turquoise,TRMT1
cg22494932,lightgreen,
cg22496723,grey,CACNG2
cg22496973,grey,C2orf3
cg22497095,grey,
cg22501294,turquoise,SMAD4
cg22501760,turquoise,CHEK2
cg22501998,turquoise,C1orf109
cg22502715,grey,ZNF695
cg22505075,grey,SCARA5
cg22506548,grey,PRDM16
cg22508957,grey,NAT15
cg22509054,turquoise,
cg22510032,turquoise,LCORL
cg22510582,turquoise,CYP26B1
cg22516137,grey,RAB40B
cg22517485,turquoise,PRPF3
cg22517836,turquoise,C8orf39
cg22518046,turquoise,SNORD45C
cg22519151,turquoise,LOC440926
cg22519756,turquoise,CTBS
cg22521096,turquoise,FXR2
cg22521356,turquoise,C7orf31
cg22523077,turquoise,CLOCK
cg22524657,turquoise,
cg22525294,turquoise,TSKS
cg22526139,grey,RHCG
cg22526939,grey,
cg22527415,grey,EDC3
cg22529511,grey,
cg22530927,grey,MTPN
cg22532774,grey,ESPNL
cg22535103,grey,C8orf71
cg22535403,grey,ABO
cg22535729,grey,RP1
cg22536808,grey,MMACHC
cg22538664,grey,NAA16
cg22541911,turquoise,GALNT6
cg22542663,turquoise,GART
cg22544144,midnightblue,DPYSL2
cg22545206,grey,
cg22546686,turquoise,
cg22549041,grey,CYP1A1
cg22549504,turquoise,GTPBP3
cg22549881,grey,SRD5A2
cg22550330,grey,HYAL3
cg22557207,grey,ALCAM
cg22557350,turquoise,FAM53B
cg22558291,grey,LOC646405
cg22560193,grey,APC2
cg22560197,salmon,SFRS11
cg22560837,turquoise,POP4
cg22566624,turquoise,
cg22567629,grey,
cg22568403,turquoise,LOC257358
cg22570042,grey,CCDC144NL
cg22571038,grey,MYCBPAP
cg22572476,grey,
cg22573359,grey,CCDC42
cg22577385,brown,BRSK1
cg22578632,grey,HRH2
cg22582617,grey,
cg22585269,turquoise,CHEK2
cg22586956,grey,
cg22587479,grey,WNT6
cg22588144,grey,ISM1
cg22599477,grey,
cg22603934,turquoise,CPNE3
cg22604213,grey,CXXC4
cg22605179,blue,EWSR1
cg22606129,grey,
cg22610211,grey,CLSTN2
cg22611817,turquoise,ZSWIM6
cg22614372,grey,
cg22615819,turquoise,EIF2C3
cg22618164,grey,WDR66
cg22618350,turquoise,ZNF644
cg22618571,turquoise,PPHLN1
cg22619763,salmon,TXNIP
cg22620746,grey,ZNF257
cg22624255,blue,ZNF101
cg22625420,turquoise,UQCR
cg22626973,turquoise,CDKAL1
cg22627029,grey,HLA-DRB6
cg22628851,grey,
cg22633036,grey,FGFR2
cg22633941,turquoise,PLBD2
cg22635676,grey,SNED1
cg22636253,turquoise,SSRP1
cg22636799,turquoise,PREPL
cg22638597,turquoise,GPR83
cg22641430,brown,
cg22642978,turquoise,STAMBP
cg22643080,turquoise,PECI
cg22644194,turquoise,NIPBL
cg22646311,grey,
cg22646733,turquoise,
cg22647566,grey,FAM160B1
cg22647996,brown,GNPDA1
cg22648182,grey,
cg22651271,turquoise,
cg22652561,turquoise,MAP2K4
cg22653469,grey,SFRS1
cg22656705,turquoise,MPHOSPH8
cg22662036,turquoise,PBX2
cg22664296,grey,GUCY1B3
cg22665692,green,DOCK1
cg22666103,grey,ADD3
cg22674210,grey,GTPBP5
cg22675645,grey,KCNIP2
cg22676075,grey,
cg22678977,grey,LRRC6
cg22680070,turquoise,IPO7
cg22681738,turquoise,RPRD1B
cg22682682,turquoise,
cg22683308,grey,KIAA1530
cg22685807,grey,
cg22687569,grey,
cg22688104,turquoise,NFXL1
cg22688388,salmon,AGBL5
cg22689316,grey,
cg22690046,blue,LSM10
cg22691736,turquoise,MTRF1
cg22692549,grey,
cg22692964,turquoise,E2F8
cg22695986,grey,
cg22696438,grey,LARP6
cg22697692,grey,HPS3
cg22699044,grey,
cg22700015,grey,
cg22700790,grey,
cg22702351,grey,PACRG
cg22702784,blue,ASXL2
cg22703975,grey,DDX10
cg22705602,grey,
cg22708112,grey,GCOM1
cg22709100,grey,
cg22711741,grey,AURKC
cg22712893,turquoise,SLU7
cg22713941,turquoise,C2orf49
cg22714290,brown,LOC148696
cg22714716,grey,
cg22715321,grey,ZNF559
cg22715398,grey,KIAA1370
cg22716280,grey,
cg22718140,grey,TEKT3
cg22718729,grey,APBB2
cg22721334,grey,ZSCAN18
cg22722933,blue,SPRYD3
cg22726760,turquoise,TBC1D17
cg22727109,salmon,C12orf35
cg22728534,grey,CD8A
cg22730029,turquoise,ELF1
cg22732432,turquoise,LOC400027
cg22733073,turquoise,PAIP2
cg22737985,turquoise,H2AFY2
cg22746765,turquoise,TMX2
cg22747897,turquoise,FGFRL1
cg22748740,turquoise,ZNF311
cg22749736,grey,TOLLIP
cg22753668,grey,FLT1
cg22755785,turquoise,ZNF227
cg22757535,turquoise,
cg22758700,turquoise,ZNF655
cg22761482,grey,
cg22762215,grey,
cg22762992,grey,
cg22763753,grey,STK38L
cg22764044,grey,RUFY1
cg22764639,grey,NUAK1
cg22769941,grey,NELL1
cg22770560,brown,PTPRN2
cg22770916,grey,
cg22773661,turquoise,ZAR1
cg22775138,grey,KNDC1
cg22775896,turquoise,GM2A
cg22776369,turquoise,DDX10
cg22776392,grey,
cg22776646,turquoise,
cg22777062,grey,HLCS
cg22778903,grey,MX2
cg22779477,turquoise,C10orf137
cg22782929,blue,C10orf114
cg22785261,grey,MGMT
cg22789900,salmon,MIXL1
cg22790973,turquoise,TFCP2
cg22792048,grey,
cg22792432,grey,ROCK1
cg22794998,grey,ATG16L1
cg22795345,brown,ARHGEF7
cg22795569,turquoise,PELI1
cg22796353,grey,
cg22796363,grey,SMYD2
cg22798521,grey,CUGBP2
cg22798984,grey,C14orf166
cg22799860,grey,CHD1
cg22799902,grey,BPHL
cg22800025,turquoise,CPAMD8
cg22802111,turquoise,IGSF8
cg22803724,grey,NFIA
cg22804236,grey,MEI1
cg22804475,turquoise,ATP6V1B2
cg22805485,grey,SPON1
cg22810423,grey,
cg22812972,turquoise,EIF4B
cg22813140,turquoise,DNAJC19
cg22813699,grey,NCOA2
cg22813744,blue,KCTD21
cg22813794,grey,STYXL1
cg22814681,turquoise,ODF2L
cg22815214,grey,CACNA1S
cg22816091,grey,
cg22817198,turquoise,C14orf109
cg22817650,grey,CDC73
cg22817718,turquoise,ISY1
cg22819135,grey,C5orf51
cg22819824,grey,NHLRC2
cg22821606,turquoise,C11orf67
cg22822824,turquoise,SLCO2A1
cg22823183,turquoise,TRMU
cg22825116,blue,RPIA
cg22828340,brown,ZNF358
cg22832135,turquoise,TBC1D2B
cg22832407,turquoise,CBR4
cg22836400,turquoise,TFAP2A
cg22836535,turquoise,C14orf80
cg22838050,grey,MED16
cg22847089,turquoise,NOL12
cg22848779,grey,NHEDC2
cg22851092,brown,EP400
cg22851378,grey,PPP2R2D
cg22852149,blue,ZNF566
cg22852459,turquoise,
cg22856539,turquoise,SYF2
cg22857963,grey,GLI4
cg22859847,blue,USP16
cg22860181,grey,C1orf14
cg22860233,blue,RBM34
cg22862634,grey,EML3
cg22863523,turquoise,CALCA
cg22863802,grey,LOC401127
cg22865501,grey,
cg22866267,grey,
cg22867117,brown,ACIN1
cg22867608,grey,EGR2
cg22870172,turquoise,UBE2V1
cg22870256,turquoise,FDFT1
cg22870344,turquoise,ATP5B
cg22870899,turquoise,
cg22873725,grey,ANKRD28
cg22875239,grey,PIAS1
cg22875332,grey,ACADM
cg22875643,turquoise,MIER1
cg22877570,turquoise,TNIK
cg22877623,turquoise,
cg22878535,grey,
cg22881279,black,NBN
cg22884792,turquoise,WNT1
cg22885367,turquoise,APLF
cg22885965,turquoise,QRSL1
cg22886405,turquoise,GTF2IRD2B
cg22889584,turquoise,KDELC2
cg22890130,turquoise,FNDC3B
cg22895198,grey,C5orf37
cg22898362,grey,KLK9
cg22898729,turquoise,C6orf145
cg22901226,turquoise,ZNF780A
cg22903286,turquoise,KIAA1737
cg22905511,grey,FLJ44606
cg22910715,turquoise,REEP6
cg22913584,turquoise,SSBP2
cg22913585,brown,BSG
cg22915534,grey,ABLIM2
cg22915993,grey,
cg22918572,turquoise,VPS28
cg22920501,grey,FAM59B
cg22922810,grey,VRK1
cg22925694,grey,RAB1A
cg22926252,grey,WBP11
cg22928002,turquoise,CSNK1A1
cg22933800,grey,HLA-DQA1
cg22933807,turquoise,
cg22935921,grey,DNAJA4
cg22939563,grey,DNAJB6
cg22942377,turquoise,NFYA
cg22942940,turquoise,BRI3BP
cg22942971,grey,C1orf69
cg22943762,cyan,SIX4
cg22949274,grey,SDHD
cg22951408,turquoise,CNIH
cg22952210,grey,ARNTL2
cg22952834,turquoise,NPDC1
cg22952917,grey,MIR548H4
cg22955497,grey,CDKAL1
cg22958459,grey,FTH1
cg22960449,grey,ARL15
cg22964146,grey,P4HA1
cg22965663,blue,POMT2
cg22967122,turquoise,MED7
cg22967329,grey,
cg22969014,grey,PDZRN4
cg22971216,turquoise,
cg22971279,turquoise,
cg22972858,grey,GPR81
cg22973042,turquoise,AKT2
cg22973319,turquoise,SEMA3B
cg22975434,turquoise,KIAA1598
cg22976700,turquoise,
cg22977254,turquoise,ENO2
cg22978658,turquoise,CTTN
cg22980127,turquoise,NUDT19
cg22982654,grey,
cg22983534,turquoise,TINF2
cg22983555,grey,BTBD7
cg22984571,grey,
cg22984587,grey,LOC641746
cg22987448,grey,MYO1F
cg22988458,grey,TRRAP
cg22988507,turquoise,C4orf10
cg22989813,grey,SRP54
cg22990158,grey,ADCY4
cg22992730,grey,
cg22992772,grey,BAIAP2
cg22992815,grey,
cg22995176,grey,UPK3B
cg22995959,grey,GPR135
cg22998918,grey,BAT5
cg22999099,grey,BOK
cg23000550,blue,P2RX6
cg23001131,grey,
cg23003258,grey,CHN1
cg23003881,turquoise,BOD1
cg23004710,turquoise,TAPBP
cg23006223,blue,C4orf14
cg23007535,grey,SETD2
cg23008238,grey,
